GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FMC001,FMC002
"G0100010","2000","3","6","Alabama","01","Autauga","001",,,,,,,,,,,,,"5240","9999","9999",,,,,,,"Autauga County",610,43061
"G0100030","2000","3","6","Alabama","01","Baldwin","003",,,,,,,,,,,,,"5160","9999","9999",,,,,,,"Baldwin County",2466,137949
"G0100050","2000","3","6","Alabama","01","Barbour","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Barbour County",478,28560
"G0100070","2000","3","6","Alabama","01","Bibb","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bibb County",210,20616
"G0100090","2000","3","6","Alabama","01","Blount","009",,,,,,,,,,,,,"1000","9999","9999",,,,,,,"Blount County",2718,48306
"G0100110","2000","3","6","Alabama","01","Bullock","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bullock County",322,11392
"G0100130","2000","3","6","Alabama","01","Butler","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Butler County",143,21256
"G0100150","2000","3","6","Alabama","01","Calhoun","015",,,,,,,,,,,,,"0450","9999","9999",,,,,,,"Calhoun County",1753,110496
"G0100170","2000","3","6","Alabama","01","Chambers","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chambers County",280,36303
"G0100190","2000","3","6","Alabama","01","Cherokee","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cherokee County",204,23784
"G0100210","2000","3","6","Alabama","01","Chilton","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chilton County",1152,38441
"G0100230","2000","3","6","Alabama","01","Choctaw","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Choctaw County",107,15815
"G0100250","2000","3","6","Alabama","01","Clarke","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clarke County",180,27687
"G0100270","2000","3","6","Alabama","01","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",253,14001
"G0100290","2000","3","6","Alabama","01","Cleburne","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cleburne County",198,13925
"G0100310","2000","3","6","Alabama","01","Coffee","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Coffee County",1183,42432
"G0100330","2000","3","6","Alabama","01","Colbert","033",,,,,,,,,,,,,"2650","9999","9999",,,,,,,"Colbert County",618,54366
"G0100350","2000","3","6","Alabama","01","Conecuh","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Conecuh County",102,13987
"G0100370","2000","3","6","Alabama","01","Coosa","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Coosa County",158,12044
"G0100390","2000","3","6","Alabama","01","Covington","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Covington County",292,37339
"G0100410","2000","3","6","Alabama","01","Crenshaw","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crenshaw County",87,13578
"G0100430","2000","3","6","Alabama","01","Cullman","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cullman County",1688,75795
"G0100450","2000","3","6","Alabama","01","Dale","045",,,,,,,,,,,,,"2180","9999","9999",,,,,,,"Dale County",1642,47487
"G0100470","2000","3","6","Alabama","01","Dallas","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dallas County",290,46075
"G0100490","2000","3","6","Alabama","01","DeKalb","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"DeKalb County",3578,60874
"G0100510","2000","3","6","Alabama","01","Elmore","051",,,,,,,,,,,,,"5240","9999","9999",,,,,,,"Elmore County",805,65069
"G0100530","2000","3","6","Alabama","01","Escambia","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Escambia County",379,38061
"G0100550","2000","3","6","Alabama","01","Etowah","055",,,,,,,,,,,,,"2880","9999","9999",,,,,,,"Etowah County",1763,101696
"G0100570","2000","3","6","Alabama","01","Fayette","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fayette County",152,18343
"G0100590","2000","3","6","Alabama","01","Franklin","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",2316,28907
"G0100610","2000","3","6","Alabama","01","Geneva","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Geneva County",453,25311
"G0100630","2000","3","6","Alabama","01","Greene","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",58,9916
"G0100650","2000","3","6","Alabama","01","Hale","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hale County",157,17028
"G0100670","2000","3","6","Alabama","01","Henry","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Henry County",249,16061
"G0100690","2000","3","6","Alabama","01","Houston","069",,,,,,,,,,,,,"2180","9999","9999",,,,,,,"Houston County",1122,87665
"G0100710","2000","3","6","Alabama","01","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",610,53316
"G0100730","2000","3","6","Alabama","01","Jefferson","073",,,,,,,,,,,,,"1000","9999","9999",,,,,,,"Jefferson County",10284,651763
"G0100750","2000","3","6","Alabama","01","Lamar","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lamar County",207,15697
"G0100770","2000","3","6","Alabama","01","Lauderdale","077",,,,,,,,,,,,,"2650","9999","9999",,,,,,,"Lauderdale County",894,87072
"G0100790","2000","3","6","Alabama","01","Lawrence","079",,,,,,,,,,,,,"2030","9999","9999",,,,,,,"Lawrence County",367,34436
"G0100810","2000","3","6","Alabama","01","Lee","081",,,,,,,,,,,,,"0580","9999","9999",,,,,,,"Lee County",1645,113447
"G0100830","2000","3","6","Alabama","01","Limestone","083",,,,,,,,,,,,,"3440","9999","9999",,,,,,,"Limestone County",1740,63936
"G0100850","2000","3","6","Alabama","01","Lowndes","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lowndes County",85,13388
"G0100870","2000","3","6","Alabama","01","Macon","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Macon County",173,23932
"G0100890","2000","3","6","Alabama","01","Madison","089",,,,,,,,,,,,,"3440","9999","9999",,,,,,,"Madison County",5226,271474
"G0100910","2000","3","6","Alabama","01","Marengo","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marengo County",219,22320
"G0100930","2000","3","6","Alabama","01","Marion","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marion County",360,30854
"G0100950","2000","3","6","Alabama","01","Marshall","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",4656,77575
"G0100970","2000","3","6","Alabama","01","Mobile","097",,,,,,,,,,,,,"5160","9999","9999",,,,,,,"Mobile County",4887,394956
"G0100990","2000","3","6","Alabama","01","Monroe","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Monroe County",190,24134
"G0101010","2000","3","6","Alabama","01","Montgomery","101",,,,,,,,,,,,,"5240","9999","9999",,,,,,,"Montgomery County",2665,220845
"G0101030","2000","3","6","Alabama","01","Morgan","103",,,,,,,,,,,,,"2030","9999","9999",,,,,,,"Morgan County",3645,107419
"G0101050","2000","3","6","Alabama","01","Perry","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perry County",102,11759
"G0101070","2000","3","6","Alabama","01","Pickens","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pickens County",147,20802
"G0101090","2000","3","6","Alabama","01","Pike","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pike County",365,29240
"G0101110","2000","3","6","Alabama","01","Randolph","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Randolph County",272,22108
"G0101130","2000","3","6","Alabama","01","Russell","113",,,,,,,,,,,,,"1800","9999","9999",,,,,,,"Russell County",744,49012
"G0101150","2000","3","6","Alabama","01","St Clair","115",,,,,,,,,,,,,"1000","9999","9999",,,,,,,"St. Clair County",686,64056
"G0101170","2000","3","6","Alabama","01","Shelby","117",,,,,,,,,,,,,"1000","9999","9999",,,,,,,"Shelby County",2910,140383
"G0101190","2000","3","6","Alabama","01","Sumter","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sumter County",165,14633
"G0101210","2000","3","6","Alabama","01","Talladega","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Talladega County",812,79509
"G0101230","2000","3","6","Alabama","01","Tallapoosa","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Tallapoosa County",242,41233
"G0101250","2000","3","6","Alabama","01","Tuscaloosa","125",,,,,,,,,,,,,"8600","9999","9999",,,,,,,"Tuscaloosa County",2130,162745
"G0101270","2000","3","6","Alabama","01","Walker","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Walker County",607,70106
"G0101290","2000","3","6","Alabama","01","Washington","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Washington County",160,17937
"G0101310","2000","3","6","Alabama","01","Wilcox","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wilcox County",97,13086
"G0101330","2000","3","6","Alabama","01","Winston","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Winston County",372,24471
"G0200130","2000","4","9","Alaska","02","Aleutians East","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Aleutians East Borough",339,2358
"G0200160","2000","4","9","Alaska","02","Aleutians West","016",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Aleutians West Census Area",573,4892
"G0200200","2000","4","9","Alaska","02","Anchorage","020",,,,,,,,,,,,,"0380","9999","9999",,,,,,,"Anchorage Municipality",14799,245484
"G0200500","2000","4","9","Alaska","02","Bethel","050",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bethel Census Area",140,15866
"G0200600","2000","4","9","Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bristol Bay Borough",7,1251
"G0200680","2000","4","9","Alaska","02","Denali","068",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Denali Borough",47,1846
"G0200700","2000","4","9","Alaska","02","Dillingham","070",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dillingham Census Area",111,4811
"G0200900","2000","4","9","Alaska","02","Fairbanks North Star","090",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fairbanks North Star Borough",3440,79400
"G0201000","2000","4","9","Alaska","02","Haines","100",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Haines Borough",33,2359
"G0201100","2000","4","9","Alaska","02","Juneau","110",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Juneau City and Borough",1040,29671
"G0201220","2000","4","9","Alaska","02","Kenai Peninsula","122",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kenai Peninsula Borough",1087,48604
"G0201300","2000","4","9","Alaska","02","Ketchikan Gateway","130",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ketchikan Gateway Borough",372,13698
"G0201500","2000","4","9","Alaska","02","Kodiak Island","150",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kodiak Island Borough",848,13065
"G0201640","2000","4","9","Alaska","02","Lake And Peninsula","164",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lake and Peninsula Borough",21,1802
"G0201700","2000","4","9","Alaska","02","Matanuska-Susitna","170",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Matanuska-Susitna Borough",1485,57837
"G0201800","2000","4","9","Alaska","02","Nome","180",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nome Census Area",92,9104
"G0201850","2000","4","9","Alaska","02","North Slope","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"North Slope Borough",175,7210
"G0201880","2000","4","9","Alaska","02","Northwest Arctic","188",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Northwest Arctic Borough",57,7151
"G0202010","2000","4","9","Alaska","02","Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Prince of Wales-Outer Ketchikan Census Area",107,6039
"G0202200","2000","4","9","Alaska","02","Sitka","220",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sitka City and Borough",290,8545
"G0202320","2000","4","9","Alaska","02","Skagway-Hoonah-Angoon","232",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Skagway-Hoonah-Angoon Census Area",97,3339
"G0202400","2000","4","9","Alaska","02","Southeast Fairbanks","240",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Southeast Fairbanks Census Area",167,6007
"G0202610","2000","4","9","Alaska","02","Valdez-Cordova","261",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Valdez-Cordova Census Area",286,9909
"G0202700","2000","4","9","Alaska","02","Wade Hampton","270",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wade Hampton Census Area",23,7005
"G0202800","2000","4","9","Alaska","02","Wrangell-Petersburg","280",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wrangell-Petersburg Census Area",132,6552
"G0202820","2000","4","9","Alaska","02","Yakutat","282",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Yakutat City and Borough",6,802
"G0202900","2000","4","9","Alaska","02","Yukon-Koyukuk","290",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Yukon-Koyukuk Census Area",78,6473
"G0400010","2000","4","8","Arizona","04","Apache","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Apache County",3119,66304
"G0400030","2000","4","8","Arizona","04","Cochise","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cochise County",36134,81621
"G0400050","2000","4","8","Arizona","04","Coconino","005",,,,,,,,,,,,,"2620","9999","9999",,,,,,,"Coconino County",12727,103593
"G0400070","2000","4","8","Arizona","04","Gila","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gila County",8546,42789
"G0400090","2000","4","8","Arizona","04","Graham","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Graham County",9054,24435
"G0400110","2000","4","8","Arizona","04","Greenlee","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greenlee County",3681,4866
"G0400120","2000","4","8","Arizona","04","La Paz","012",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"La Paz County",4420,15295
"G0400130","2000","4","8","Arizona","04","Maricopa","013",,,,,,,,,,,,,"6200","9999","9999",,,,,,,"Maricopa County",763341,2308808
"G0400150","2000","4","8","Arizona","04","Mohave","015",,,,,,,,,,,,,"4120","9999","9999",,,,,,,"Mohave County",17182,137850
"G0400170","2000","4","8","Arizona","04","Navajo","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Navajo County",8011,89459
"G0400190","2000","4","8","Arizona","04","Pima","019",,,,,,,,,,,,,"8520","9999","9999",,,,,,,"Pima County",247578,596168
"G0400210","2000","4","8","Arizona","04","Pinal","021",,,,,,,,,,,,,"6200","9999","9999",,,,,,,"Pinal County",53671,126056
"G0400230","2000","4","8","Arizona","04","Santa Cruz","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Santa Cruz County",31005,7376
"G0400250","2000","4","8","Arizona","04","Yavapai","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Yavapai County",16376,151141
"G0400270","2000","4","8","Arizona","04","Yuma","027",,,,,,,,,,,,,"9360","9999","9999",,,,,,,"Yuma County",80772,79254
"G0500010","2000","3","7","Arkansas","05","Arkansas","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Arkansas County",157,20592
"G0500030","2000","3","7","Arkansas","05","Ashley","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ashley County",776,23433
"G0500050","2000","3","7","Arkansas","05","Baxter","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Baxter County",385,38001
"G0500070","2000","3","7","Arkansas","05","Benton","007",,,,,,,,,,,,,"2580","9999","9999",,,,,,,"Benton County",13469,139937
"G0500090","2000","3","7","Arkansas","05","Boone","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boone County",360,33588
"G0500110","2000","3","7","Arkansas","05","Bradley","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bradley County",1040,11560
"G0500130","2000","3","7","Arkansas","05","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Calhoun County",86,5658
"G0500150","2000","3","7","Arkansas","05","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",2471,22886
"G0500170","2000","3","7","Arkansas","05","Chicot","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chicot County",407,13710
"G0500190","2000","3","7","Arkansas","05","Clark","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clark County",566,22980
"G0500210","2000","3","7","Arkansas","05","Clay","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",140,17469
"G0500230","2000","3","7","Arkansas","05","Cleburne","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cleburne County",282,23764
"G0500250","2000","3","7","Arkansas","05","Cleveland","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cleveland County",139,8432
"G0500270","2000","3","7","Arkansas","05","Columbia","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Columbia County",269,25334
"G0500290","2000","3","7","Arkansas","05","Conway","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Conway County",359,19977
"G0500310","2000","3","7","Arkansas","05","Craighead","031",,,,,,,,,,,,,"3700","9999","9999",,,,,,,"Craighead County",1739,80409
"G0500330","2000","3","7","Arkansas","05","Crawford","033",,,,,,,,,,,,,"2720","9999","9999",,,,,,,"Crawford County",1743,51504
"G0500350","2000","3","7","Arkansas","05","Crittenden","035",,,,,,,,,,,,,"4920","9999","9999",,,,,,,"Crittenden County",720,50146
"G0500370","2000","3","7","Arkansas","05","Cross","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cross County",181,19345
"G0500390","2000","3","7","Arkansas","05","Dallas","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dallas County",177,9033
"G0500410","2000","3","7","Arkansas","05","Desha","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Desha County",485,14856
"G0500430","2000","3","7","Arkansas","05","Drew","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Drew County",329,18394
"G0500450","2000","3","7","Arkansas","05","Faulkner","045",,,,,,,,,,,,,"4400","9999","9999",,,,,,,"Faulkner County",1509,84505
"G0500470","2000","3","7","Arkansas","05","Franklin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",310,17461
"G0500490","2000","3","7","Arkansas","05","Fulton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fulton County",62,11580
"G0500510","2000","3","7","Arkansas","05","Garland","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Garland County",2254,85814
"G0500530","2000","3","7","Arkansas","05","Grant","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",189,16275
"G0500550","2000","3","7","Arkansas","05","Greene","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",434,36897
"G0500570","2000","3","7","Arkansas","05","Hempstead","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hempstead County",1946,21641
"G0500590","2000","3","7","Arkansas","05","Hot Spring","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hot Spring County",384,29969
"G0500610","2000","3","7","Arkansas","05","Howard","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Howard County",727,13573
"G0500630","2000","3","7","Arkansas","05","Independence","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Independence County",523,33710
"G0500650","2000","3","7","Arkansas","05","Izard","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Izard County",133,13116
"G0500670","2000","3","7","Arkansas","05","Jackson","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",234,18184
"G0500690","2000","3","7","Arkansas","05","Jefferson","069",,,,,,,,,,,,,"6240","9999","9999",,,,,,,"Jefferson County",810,83468
"G0500710","2000","3","7","Arkansas","05","Johnson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Johnson County",1527,21254
"G0500730","2000","3","7","Arkansas","05","Lafayette","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lafayette County",88,8471
"G0500750","2000","3","7","Arkansas","05","Lawrence","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",121,17653
"G0500770","2000","3","7","Arkansas","05","Lee","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lee County",276,12304
"G0500790","2000","3","7","Arkansas","05","Lincoln","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lincoln County",263,14229
"G0500810","2000","3","7","Arkansas","05","Little River","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Little River County",235,13393
"G0500830","2000","3","7","Arkansas","05","Logan","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Logan County",273,22213
"G0500850","2000","3","7","Arkansas","05","Lonoke","085",,,,,,,,,,,,,"4400","9999","9999",,,,,,,"Lonoke County",922,51906
"G0500870","2000","3","7","Arkansas","05","Madison","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Madison County",436,13807
"G0500890","2000","3","7","Arkansas","05","Marion","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marion County",122,16018
"G0500910","2000","3","7","Arkansas","05","Miller","091",,,,,,,,,,,,,"8360","9999","9999",,,,,,,"Miller County",641,39802
"G0500930","2000","3","7","Arkansas","05","Mississippi","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mississippi County",1169,50810
"G0500950","2000","3","7","Arkansas","05","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Monroe County",132,10122
"G0500970","2000","3","7","Arkansas","05","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montgomery County",234,9011
"G0500990","2000","3","7","Arkansas","05","Nevada","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nevada County",151,9804
"G0501010","2000","3","7","Arkansas","05","Newton","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Newton County",93,8515
"G0501030","2000","3","7","Arkansas","05","Ouachita","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ouachita County",210,28580
"G0501050","2000","3","7","Arkansas","05","Perry","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perry County",120,10089
"G0501070","2000","3","7","Arkansas","05","Phillips","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Phillips County",382,26063
"G0501090","2000","3","7","Arkansas","05","Pike","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pike County",403,10900
"G0501110","2000","3","7","Arkansas","05","Poinsett","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Poinsett County",366,25248
"G0501130","2000","3","7","Arkansas","05","Polk","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Polk County",708,19521
"G0501150","2000","3","7","Arkansas","05","Pope","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pope County",1123,53346
"G0501170","2000","3","7","Arkansas","05","Prairie","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Prairie County",77,9462
"G0501190","2000","3","7","Arkansas","05","Pulaski","119",,,,,,,,,,,,,"4400","9999","9999",,,,,,,"Pulaski County",8816,352658
"G0501210","2000","3","7","Arkansas","05","Randolph","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Randolph County",149,18046
"G0501230","2000","3","7","Arkansas","05","St Francis","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"St. Francis County",1431,27898
"G0501250","2000","3","7","Arkansas","05","Saline","125",,,,,,,,,,,,,"4400","9999","9999",,,,,,,"Saline County",1090,82439
"G0501270","2000","3","7","Arkansas","05","Scott","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Scott County",628,10368
"G0501290","2000","3","7","Arkansas","05","Searcy","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Searcy County",86,8175
"G0501310","2000","3","7","Arkansas","05","Sebastian","131",,,,,,,,,,,,,"2720","9999","9999",,,,,,,"Sebastian County",7710,107361
"G0501330","2000","3","7","Arkansas","05","Sevier","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sevier County",3107,12650
"G0501350","2000","3","7","Arkansas","05","Sharp","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sharp County",167,16952
"G0501370","2000","3","7","Arkansas","05","Stone","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stone County",124,11375
"G0501390","2000","3","7","Arkansas","05","Union","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",520,45109
"G0501410","2000","3","7","Arkansas","05","Van Buren","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Van Buren County",215,15977
"G0501430","2000","3","7","Arkansas","05","Washington","143",,,,,,,,,,,,,"2580","9999","9999",,,,,,,"Washington County",12932,144783
"G0501450","2000","3","7","Arkansas","05","White","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"White County",1264,65901
"G0501470","2000","3","7","Arkansas","05","Woodruff","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Woodruff County",69,8672
"G0501490","2000","3","7","Arkansas","05","Yell","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Yell County",2691,18448
"G0600010","2000","4","9","California","06","Alameda","001",,,,,,,,,,,,,"7362","5775","9999",,,,,,,"Alameda County",273910,1169831
"G0600030","2000","4","9","California","06","Alpine","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Alpine County",94,1114
"G0600050","2000","4","9","California","06","Amador","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Amador County",3126,31974
"G0600070","2000","4","9","California","06","Butte","007",,,,,,,,,,,,,"1620","9999","9999",,,,,,,"Butte County",21339,181832
"G0600090","2000","4","9","California","06","Calaveras","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Calaveras County",2765,37789
"G0600110","2000","4","9","California","06","Colusa","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Colusa County",8752,10052
"G0600130","2000","4","9","California","06","Contra Costa","013",,,,,,,,,,,,,"7362","5775","9999",,,,,,,"Contra Costa County",167776,781040
"G0600150","2000","4","9","California","06","Del Norte","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Del Norte County",3829,23678
"G0600170","2000","4","9","California","06","El Dorado","017",,,,,,,,,,,,,"6922","6920","9999",,,,,,,"El Dorado County",14566,141733
"G0600190","2000","4","9","California","06","Fresno","019",,,,,,,,,,,,,"2840","9999","9999",,,,,,,"Fresno County",351636,447771
"G0600210","2000","4","9","California","06","Glenn","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Glenn County",7840,18613
"G0600230","2000","4","9","California","06","Humboldt","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Humboldt County",8210,118308
"G0600250","2000","4","9","California","06","Imperial","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Imperial County",102817,39544
"G0600270","2000","4","9","California","06","Inyo","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Inyo County",2257,15688
"G0600290","2000","4","9","California","06","Kern","029",,,,,,,,,,,,,"0680","9999","9999",,,,,,,"Kern County",254036,407609
"G0600310","2000","4","9","California","06","Kings","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kings County",56461,73000
