GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FMC001,FMC002
"G1500090","2000","4","9","Hawaii","15","Maui","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Maui County",10050,118044
"G1600010","2000","4","8","Idaho","16","Ada","001",,,,,,,,,,,,,"1080","9999","9999",,,,,,,"Ada County",13467,287437
"G1600030","2000","4","8","Idaho","16","Adams","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Adams County",54,3422
"G1600050","2000","4","8","Idaho","16","Bannock","005",,,,,,,,,,,,,"6340","9999","9999",,,,,,,"Bannock County",3540,72025
"G1600070","2000","4","8","Idaho","16","Bear Lake","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bear Lake County",154,6257
"G1600090","2000","4","8","Idaho","16","Benewah","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Benewah County",142,9029
"G1600110","2000","4","8","Idaho","16","Bingham","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bingham County",5550,36185
"G1600130","2000","4","8","Idaho","16","Blaine","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Blaine County",2030,16961
"G1600150","2000","4","8","Idaho","16","Boise","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boise County",228,6442
"G1600170","2000","4","8","Idaho","16","Bonner","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bonner County",604,36231
"G1600190","2000","4","8","Idaho","16","Bonneville","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bonneville County",5703,76819
"G1600210","2000","4","8","Idaho","16","Boundary","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boundary County",335,9536
"G1600230","2000","4","8","Idaho","16","Butte","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Butte County",120,2779
"G1600250","2000","4","8","Idaho","16","Camas","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Camas County",55,936
"G1600270","2000","4","8","Idaho","16","Canyon","027",,,,,,,,,,,,,"1080","9999","9999",,,,,,,"Canyon County",24455,106986
"G1600290","2000","4","8","Idaho","16","Caribou","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Caribou County",289,7015
"G1600310","2000","4","8","Idaho","16","Cassia","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cassia County",4013,17403
"G1600330","2000","4","8","Idaho","16","Clark","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clark County",350,672
"G1600350","2000","4","8","Idaho","16","Clearwater","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clearwater County",165,8765
"G1600370","2000","4","8","Idaho","16","Custer","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Custer County",183,4159
"G1600390","2000","4","8","Idaho","16","Elmore","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Elmore County",3492,25638
"G1600410","2000","4","8","Idaho","16","Franklin","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",591,10738
"G1600430","2000","4","8","Idaho","16","Fremont","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fremont County",1255,10564
"G1600450","2000","4","8","Idaho","16","Gem","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gem County",1050,14131
"G1600470","2000","4","8","Idaho","16","Gooding","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gooding County",2414,11741
"G1600490","2000","4","8","Idaho","16","Idaho","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Idaho County",243,15268
"G1600510","2000","4","8","Idaho","16","Jefferson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",1907,17248
"G1600530","2000","4","8","Idaho","16","Jerome","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jerome County",3150,15192
"G1600550","2000","4","8","Idaho","16","Kootenai","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kootenai County",2528,106157
"G1600570","2000","4","8","Idaho","16","Latah","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Latah County",740,34195
"G1600590","2000","4","8","Idaho","16","Lemhi","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lemhi County",170,7636
"G1600610","2000","4","8","Idaho","16","Lewis","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lewis County",71,3676
"G1600630","2000","4","8","Idaho","16","Lincoln","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lincoln County",542,3502
"G1600650","2000","4","8","Idaho","16","Madison","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Madison County",1078,26389
"G1600670","2000","4","8","Idaho","16","Minidoka","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Minidoka County",5137,15037
"G1600690","2000","4","8","Idaho","16","Nez Perce","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nez Perce County",721,36689
"G1600710","2000","4","8","Idaho","16","Oneida","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Oneida County",95,4030
"G1600730","2000","4","8","Idaho","16","Owyhee","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Owyhee County",2459,8185
"G1600750","2000","4","8","Idaho","16","Payette","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Payette County",2453,18125
"G1600770","2000","4","8","Idaho","16","Power","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Power County",1638,5900
"G1600790","2000","4","8","Idaho","16","Shoshone","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Shoshone County",266,13505
"G1600810","2000","4","8","Idaho","16","Teton","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Teton County",705,5294
"G1600830","2000","4","8","Idaho","16","Twin Falls","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Twin Falls County",6026,58258
"G1600850","2000","4","8","Idaho","16","Valley","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Valley County",150,7501
"G1600870","2000","4","8","Idaho","16","Washington","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Washington County",1372,8605
"G1700010","2000","2","3","Illinois","17","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Adams County",567,67710
"G1700030","2000","2","3","Illinois","17","Alexander","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Alexander County",138,9452
"G1700050","2000","2","3","Illinois","17","Bond","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bond County",253,17380
"G1700070","2000","2","3","Illinois","17","Boone","007",,,,,,,,,,,,,"6880","9999","9999",,,,,,,"Boone County",5219,36567
"G1700090","2000","2","3","Illinois","17","Brown","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brown County",273,6677
"G1700110","2000","2","3","Illinois","17","Bureau","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bureau County",1732,33771
"G1700130","2000","2","3","Illinois","17","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Calhoun County",32,5052
"G1700150","2000","2","3","Illinois","17","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",340,16334
"G1700170","2000","2","3","Illinois","17","Cass","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cass County",1162,12533
"G1700190","2000","2","3","Illinois","17","Champaign","019",,,,,,,,,,,,,"1400","9999","9999",,,,,,,"Champaign County",5203,174466
"G1700210","2000","2","3","Illinois","17","Christian","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Christian County",345,35027
"G1700230","2000","2","3","Illinois","17","Clark","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clark County",54,16954
"G1700250","2000","2","3","Illinois","17","Clay","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",88,14472
"G1700270","2000","2","3","Illinois","17","Clinton","027",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Clinton County",570,34965
"G1700290","2000","2","3","Illinois","17","Coles","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Coles County",737,52459
"G1700310","2000","2","3","Illinois","17","Cook","031",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Cook County",1071740,4305001
"G1700330","2000","2","3","Illinois","17","Crawford","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crawford County",351,20101
"G1700350","2000","2","3","Illinois","17","Cumberland","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cumberland County",68,11185
"G1700370","2000","2","3","Illinois","17","DeKalb","037",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"DeKalb County",5830,83139
"G1700390","2000","2","3","Illinois","17","De Witt","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"De Witt County",213,16585
"G1700410","2000","2","3","Illinois","17","Douglas","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Douglas County",690,19232
"G1700430","2000","2","3","Illinois","17","Dupage","043",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"DuPage County",81366,822795
"G1700450","2000","2","3","Illinois","17","Edgar","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Edgar County",154,19550
"G1700470","2000","2","3","Illinois","17","Edwards","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Edwards County",32,6939
"G1700490","2000","2","3","Illinois","17","Effingham","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Effingham County",252,34012
"G1700510","2000","2","3","Illinois","17","Fayette","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fayette County",174,21628
"G1700530","2000","2","3","Illinois","17","Ford","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ford County",176,14065
"G1700550","2000","2","3","Illinois","17","Franklin","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",249,38769
"G1700570","2000","2","3","Illinois","17","Fulton","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fulton County",478,37772
"G1700590","2000","2","3","Illinois","17","Gallatin","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gallatin County",56,6389
"G1700610","2000","2","3","Illinois","17","Greene","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",77,14684
"G1700630","2000","2","3","Illinois","17","Grundy","063",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Grundy County",1552,35983
"G1700650","2000","2","3","Illinois","17","Hamilton","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hamilton County",55,8566
"G1700670","2000","2","3","Illinois","17","Hancock","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hancock County",105,20016
"G1700690","2000","2","3","Illinois","17","Hardin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hardin County",51,4749
"G1700710","2000","2","3","Illinois","17","Henderson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Henderson County",72,8141
"G1700730","2000","2","3","Illinois","17","Henry","073",,,,,,,,,,,,,"1960","9999","9999",,,,,,,"Henry County",1467,49553
"G1700750","2000","2","3","Illinois","17","Iroquois","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Iroquois County",1217,30117
"G1700770","2000","2","3","Illinois","17","Jackson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",1443,58169
"G1700790","2000","2","3","Illinois","17","Jasper","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jasper County",48,10069
"G1700810","2000","2","3","Illinois","17","Jefferson","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",531,39514
"G1700830","2000","2","3","Illinois","17","Jersey","083",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Jersey County",162,21506
"G1700850","2000","2","3","Illinois","17","Jo Daviess","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jo Daviess County",342,21947
"G1700870","2000","2","3","Illinois","17","Johnson","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Johnson County",368,12510
"G1700890","2000","2","3","Illinois","17","Kane","089",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Kane County",95924,308195
"G1700910","2000","2","3","Illinois","17","Kankakee","091",,,,,,,,,,,,,"1602","3740","9999",,,,,,,"Kankakee County",4959,98874
"G1700930","2000","2","3","Illinois","17","Kendall","093",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Kendall County",4086,50458
"G1700950","2000","2","3","Illinois","17","Knox","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Knox County",1896,53940
"G1700970","2000","2","3","Illinois","17","Lake","097",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Lake County",92716,551640
"G1700990","2000","2","3","Illinois","17","La Salle","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"La Salle County",5791,105718
"G1701010","2000","2","3","Illinois","17","Lawrence","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",137,15315
"G1701030","2000","2","3","Illinois","17","Lee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lee County",1147,34915
"G1701050","2000","2","3","Illinois","17","Livingston","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Livingston County",1056,38622
"G1701070","2000","2","3","Illinois","17","Logan","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Logan County",503,30680
"G1701090","2000","2","3","Illinois","17","McDonough","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McDonough County",488,32425
"G1701110","2000","2","3","Illinois","17","McHenry","111",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"McHenry County",19602,240475
"G1701130","2000","2","3","Illinois","17","McLean","113",,,,,,,,,,,,,"1040","9999","9999",,,,,,,"McLean County",3833,146600
"G1701150","2000","2","3","Illinois","17","Macon","115",,,,,,,,,,,,,"2040","9999","9999",,,,,,,"Macon County",1120,113586
"G1701170","2000","2","3","Illinois","17","Macoupin","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Macoupin County",305,48714
"G1701190","2000","2","3","Illinois","17","Madison","119",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Madison County",3925,255016
"G1701210","2000","2","3","Illinois","17","Marion","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marion County",378,41313
"G1701230","2000","2","3","Illinois","17","Marshall","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",138,13042
"G1701250","2000","2","3","Illinois","17","Mason","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mason County",80,15958
"G1701270","2000","2","3","Illinois","17","Massac","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Massac County",123,15038
"G1701290","2000","2","3","Illinois","17","Menard","129",,,,,,,,,,,,,"7880","9999","9999",,,,,,,"Menard County",94,12392
"G1701310","2000","2","3","Illinois","17","Mercer","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mercer County",216,16741
"G1701330","2000","2","3","Illinois","17","Monroe","133",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Monroe County",203,27416
"G1701350","2000","2","3","Illinois","17","Montgomery","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montgomery County",326,30326
"G1701370","2000","2","3","Illinois","17","Morgan","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Morgan County",496,36120
"G1701390","2000","2","3","Illinois","17","Moultrie","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Moultrie County",68,14219
"G1701410","2000","2","3","Illinois","17","Ogle","141",,,,,,,,,,,,,"6880","9999","9999",,,,,,,"Ogle County",3066,47966
"G1701430","2000","2","3","Illinois","17","Peoria","143",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Peoria County",3827,179606
"G1701450","2000","2","3","Illinois","17","Perry","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perry County",406,22688
"G1701470","2000","2","3","Illinois","17","Piatt","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Piatt County",101,16264
"G1701490","2000","2","3","Illinois","17","Pike","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pike County",87,17297
"G1701510","2000","2","3","Illinois","17","Pope","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pope County",40,4373
"G1701530","2000","2","3","Illinois","17","Pulaski","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pulaski County",107,7241
"G1701550","2000","2","3","Illinois","17","Putnam","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Putnam County",171,5915
"G1701570","2000","2","3","Illinois","17","Randolph","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Randolph County",521,33372
"G1701590","2000","2","3","Illinois","17","Richland","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Richland County",124,16025
"G1701610","2000","2","3","Illinois","17","Rock Island","161",,,,,,,,,,,,,"1960","9999","9999",,,,,,,"Rock Island County",12791,136583
"G1701630","2000","2","3","Illinois","17","St Clair","163",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"St. Clair County",5604,250478
"G1701650","2000","2","3","Illinois","17","Saline","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Saline County",258,26475
"G1701670","2000","2","3","Illinois","17","Sangamon","167",,,,,,,,,,,,,"7880","9999","9999",,,,,,,"Sangamon County",2000,186951
"G1701690","2000","2","3","Illinois","17","Schuyler","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Schuyler County",39,7150
"G1701710","2000","2","3","Illinois","17","Scott","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Scott County",10,5527
"G1701730","2000","2","3","Illinois","17","Shelby","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Shelby County",110,22783
"G1701750","2000","2","3","Illinois","17","Stark","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stark County",54,6278
"G1701770","2000","2","3","Illinois","17","Stephenson","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stephenson County",747,48232
"G1701790","2000","2","3","Illinois","17","Tazewell","179",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Tazewell County",1331,127154
"G1701810","2000","2","3","Illinois","17","Union","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",481,17812
"G1701830","2000","2","3","Illinois","17","Vermilion","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Vermilion County",2504,81415
"G1701850","2000","2","3","Illinois","17","Wabash","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wabash County",95,12842
"G1701870","2000","2","3","Illinois","17","Warren","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Warren County",507,18228
"G1701890","2000","2","3","Illinois","17","Washington","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Washington County",108,15040
"G1701910","2000","2","3","Illinois","17","Wayne","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wayne County",103,17048
"G1701930","2000","2","3","Illinois","17","White","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"White County",103,15268
"G1701950","2000","2","3","Illinois","17","Whiteside","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Whiteside County",5347,55306
"G1701970","2000","2","3","Illinois","17","Will","197",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Will County",43768,458498
"G1701990","2000","2","3","Illinois","17","Williamson","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Williamson County",763,60533
"G1702010","2000","2","3","Illinois","17","Winnebago","201",,,,,,,,,,,,,"6880","9999","9999",,,,,,,"Winnebago County",19206,259212
"G1702030","2000","2","3","Illinois","17","Woodford","203",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Woodford County",241,35228
"G1800010","2000","2","3","Indiana","18","Adams","001",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Adams County",1118,32507
"G1800030","2000","2","3","Indiana","18","Allen","003",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Allen County",13877,317972
"G1800050","2000","2","3","Indiana","18","Bartholomew","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bartholomew County",1598,69837
"G1800070","2000","2","3","Indiana","18","Benton","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Benton County",245,9176
"G1800090","2000","2","3","Indiana","18","Blackford","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Blackford County",83,13965
"G1800110","2000","2","3","Indiana","18","Boone","011",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Boone County",534,45573
"G1800130","2000","2","3","Indiana","18","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brown County",131,14826
"G1800150","2000","2","3","Indiana","18","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",591,19574
"G1800170","2000","2","3","Indiana","18","Cass","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cass County",2905,38025
"G1800190","2000","2","3","Indiana","18","Clark","019",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Clark County",1799,94673
"G1800210","2000","2","3","Indiana","18","Clay","021",,,,,,,,,,,,,"8320","9999","9999",,,,,,,"Clay County",155,26401
"G1800230","2000","2","3","Indiana","18","Clinton","023",,,,,,,,,,,,,"3920","9999","9999",,,,,,,"Clinton County",2478,31388
"G1800250","2000","2","3","Indiana","18","Crawford","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crawford County",100,10643
"G1800270","2000","2","3","Indiana","18","Daviess","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Daviess County",620,29200
"G1800290","2000","2","3","Indiana","18","Dearborn","029",,,,,,,,,,,,,"1642","1640","9999",,,,,,,"Dearborn County",266,45843
"G1800310","2000","2","3","Indiana","18","Decatur","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Decatur County",132,24423
"G1800330","2000","2","3","Indiana","18","DeKalb","033",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"DeKalb County",676,39609
"G1800350","2000","2","3","Indiana","18","Delaware","035",,,,,,,,,,,,,"5280","9999","9999",,,,,,,"Delaware County",1304,117465
"G1800370","2000","2","3","Indiana","18","Dubois","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dubois County",1103,38571
"G1800390","2000","2","3","Indiana","18","Elkhart","039",,,,,,,,,,,,,"2330","9999","9999",,,,,,,"Elkhart County",16300,166491
"G1800410","2000","2","3","Indiana","18","Fayette","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fayette County",132,25456
"G1800430","2000","2","3","Indiana","18","Floyd","043",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Floyd County",772,70051
"G1800450","2000","2","3","Indiana","18","Fountain","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fountain County",190,17764
"G1800470","2000","2","3","Indiana","18","Franklin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",104,22047
"G1800490","2000","2","3","Indiana","18","Fulton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fulton County",473,20038
"G1800510","2000","2","3","Indiana","18","Gibson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gibson County",229,32271
"G1800530","2000","2","3","Indiana","18","Grant","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",1787,71616
"G1800550","2000","2","3","Indiana","18","Greene","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",268,32889
"G1800570","2000","2","3","Indiana","18","Hamilton","057",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hamilton County",2911,179829
"G1800590","2000","2","3","Indiana","18","Hancock","059",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hancock County",526,54865
"G1800610","2000","2","3","Indiana","18","Harrison","061",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Harrison County",331,33994
"G1800630","2000","2","3","Indiana","18","Hendricks","063",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hendricks County",1162,102931
"G1800650","2000","2","3","Indiana","18","Henry","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Henry County",387,48121
"G1800670","2000","2","3","Indiana","18","Howard","067",,,,,,,,,,,,,"3850","9999","9999",,,,,,,"Howard County",1709,83255
"G1800690","2000","2","3","Indiana","18","Huntington","069",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Huntington County",363,37712
"G1800710","2000","2","3","Indiana","18","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",1112,40223
"G1800730","2000","2","3","Indiana","18","Jasper","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jasper County",733,29310
"G1800750","2000","2","3","Indiana","18","Jay","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jay County",390,21416
"G1800770","2000","2","3","Indiana","18","Jefferson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",332,31373
"G1800790","2000","2","3","Indiana","18","Jennings","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jennings County",193,27361
"G1800810","2000","2","3","Indiana","18","Johnson","081",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Johnson County",1591,113618
"G1800830","2000","2","3","Indiana","18","Knox","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Knox County",322,38934
"G1800850","2000","2","3","Indiana","18","Kosciusko","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kosciusko County",3722,70335
"G1800870","2000","2","3","Indiana","18","Lagrange","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"LaGrange County",1097,33812
"G1800890","2000","2","3","Indiana","18","Lake","089",,,,,,,,,,,,,"1602","2960","9999",,,,,,,"Lake County",59128,425436
"G1800910","2000","2","3","Indiana","18","LaPorte","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"LaPorte County",3402,106704
"G1800930","2000","2","3","Indiana","18","Lawrence","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",416,45506
"G1800950","2000","2","3","Indiana","18","Madison","095",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Madison County",1993,131365
"G1800970","2000","2","3","Indiana","18","Marion","097",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Marion County",33290,827164
"G1800990","2000","2","3","Indiana","18","Marshall","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",2664,42464
"G1801010","2000","2","3","Indiana","18","Martin","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Martin County",42,10327
"G1801030","2000","2","3","Indiana","18","Miami","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Miami County",478,35604
"G1801050","2000","2","3","Indiana","18","Monroe","105",,,,,,,,,,,,,"1020","9999","9999",,,,,,,"Monroe County",2235,118328
"G1801070","2000","2","3","Indiana","18","Montgomery","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montgomery County",611,37018
"G1801090","2000","2","3","Indiana","18","Morgan","109",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Morgan County",490,66199
"G1801110","2000","2","3","Indiana","18","Newton","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Newton County",422,14144
"G1801130","2000","2","3","Indiana","18","Noble","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Noble County",3299,42976
"G1801150","2000","2","3","Indiana","18","Ohio","115",,,,,,,,,,,,,"1642","1640","9999",,,,,,,"Ohio County",25,5598
